codice_gestione,codice_voce,macro_categoria_v2
ASP,5.02.01.01.003,Altro
EPF,5.02.01.01.003,Altro
FLS,5.02.01.01.003,Altro
MON,5.02.01.01.003,Altro
PRO,5.02.01.01.003,Altro
REG,5.02.01.01.003,Altro
SP1,5.02.01.01.003,Altro
SP3,5.02.01.01.003,Altro
SP8,5.02.01.01.003,Altro
VCE,5.02.01.01.003,Altro
VCF,5.02.01.01.003,Altro
AAI,5.02.01.01.004,Altro
ASP,5.02.01.01.004,Altro
EPF,5.02.01.01.004,Altro
FLS,5.02.01.01.004,Altro
MON,5.02.01.01.004,Altro
PRO,5.02.01.01.004,Altro
REG,5.02.01.01.004,Altro
SP1,5.02.01.01.004,Altro
SP3,5.02.01.01.004,Altro
SP8,5.02.01.01.004,Altro
VCE,5.02.01.01.004,Altro
VCF,5.02.01.01.004,Altro
AAI,5.02.01.01.005,Altro
ASP,5.02.01.01.005,Altro
EPF,5.02.01.01.005,Altro
FLS,5.02.01.01.005,Altro
MON,5.02.01.01.005,Altro
PRO,5.02.01.01.005,Altro
REG,5.02.01.01.005,Altro
SP1,5.02.01.01.005,Altro
SP3,5.02.01.01.005,Altro
SP8,5.02.01.01.005,Altro
VCE,5.02.01.01.005,Altro
VCF,5.02.01.01.005,Altro
AAI,5.02.01.01.006,Altro
ASP,5.02.01.01.006,Altro
EPF,5.02.01.01.006,Altro
FLS,5.02.01.01.006,Altro
MON,5.02.01.01.006,Altro
PRO,5.02.01.01.006,Altro
REG,5.02.01.01.006,Altro
SP1,5.02.01.01.006,Altro
SP3,5.02.01.01.006,Altro
SP8,5.02.01.01.006,Altro
VCE,5.02.01.01.006,Altro
VCF,5.02.01.01.006,Altro
AAI,5.02.01.01.007,Altro
ASP,5.02.01.01.007,Altro
EPF,5.02.01.01.007,Altro
FLS,5.02.01.01.007,Altro
MON,5.02.01.01.007,Altro
PRO,5.02.01.01.007,Altro
REG,5.02.01.01.007,Altro
SP1,5.02.01.01.007,Altro
SP3,5.02.01.01.007,Altro
SP8,5.02.01.01.007,Altro
VCE,5.02.01.01.007,Altro
VCF,5.02.01.01.007,Altro
AAI,5.02.01.01.008,Altro
ASP,5.02.01.01.008,Altro
EPF,5.02.01.01.008,Altro
FLS,5.02.01.01.008,Altro
MON,5.02.01.01.008,Altro
PRO,5.02.01.01.008,Altro
REG,5.02.01.01.008,Altro
SP1,5.02.01.01.008,Altro
SP3,5.02.01.01.008,Altro
SP8,5.02.01.01.008,Altro
VCE,5.02.01.01.008,Altro
VCF,5.02.01.01.008,Altro
AAI,5.02.01.01.009,Altro
ASP,5.02.01.01.009,Altro
EPF,5.02.01.01.009,Altro
FLS,5.02.01.01.009,Altro
MON,5.02.01.01.009,Altro
PRO,5.02.01.01.009,Altro
REG,5.02.01.01.009,Altro
SP1,5.02.01.01.009,Altro
SP3,5.02.01.01.009,Altro
SP8,5.02.01.01.009,Altro
VCE,5.02.01.01.009,Altro
VCF,5.02.01.01.009,Altro
AAI,5.02.01.01.010,Altro
ASP,5.02.01.01.010,Altro
EPF,5.02.01.01.010,Altro
FLS,5.02.01.01.010,Altro
MON,5.02.01.01.010,Altro
PRO,5.02.01.01.010,Altro
REG,5.02.01.01.010,Altro
SP1,5.02.01.01.010,Altro
SP3,5.02.01.01.010,Altro
SP8,5.02.01.01.010,Altro
VCE,5.02.01.01.010,Altro
VCF,5.02.01.01.010,Altro
AAI,5.02.01.01.011,Altro
ASP,5.02.01.01.011,Altro
EPF,5.02.01.01.011,Altro
FLS,5.02.01.01.011,Altro
MON,5.02.01.01.011,Altro
PRO,5.02.01.01.011,Altro
REG,5.02.01.01.011,Altro
SP1,5.02.01.01.011,Altro
SP3,5.02.01.01.011,Altro
SP8,5.02.01.01.011,Altro
VCE,5.02.01.01.011,Altro
VCF,5.02.01.01.011,Altro
AAI,5.02.01.01.012,Altro
ASP,5.02.01.01.012,Altro
EPF,5.02.01.01.012,Altro
FLS,5.02.01.01.012,Altro
MON,5.02.01.01.012,Altro
PRO,5.02.01.01.012,Altro
REG,5.02.01.01.012,Altro
SP1,5.02.01.01.012,Altro
SP3,5.02.01.01.012,Altro
SP8,5.02.01.01.012,Altro
VCE,5.02.01.01.012,Altro
VCF,5.02.01.01.012,Altro
AAI,5.02.01.01.013,Altro
ASP,5.02.01.01.013,Altro
EPF,5.02.01.01.013,Altro
FLS,5.02.01.01.013,Altro
MON,5.02.01.01.013,Altro
PRO,5.02.01.01.013,Altro
REG,5.02.01.01.013,Altro
SP1,5.02.01.01.013,Altro
SP3,5.02.01.01.013,Altro
SP8,5.02.01.01.013,Altro
VCE,5.02.01.01.013,Altro
VCF,5.02.01.01.013,Altro
AAI,5.02.01.01.999,Altro
ASP,5.02.01.01.999,Altro
EPF,5.02.01.01.999,Altro
FLS,5.02.01.01.999,Altro
MON,5.02.01.01.999,Altro
PRO,5.02.01.01.999,Altro
REG,5.02.01.01.999,Altro
SP1,5.02.01.01.999,Altro
SP3,5.02.01.01.999,Altro
SP8,5.02.01.01.999,Altro
VCE,5.02.01.01.999,Altro
VCF,5.02.01.01.999,Altro
AAI,5.02.01.02.001,Altro
ASP,5.02.01.02.001,Altro
EPF,5.02.01.02.001,Altro
FLS,5.02.01.02.001,Altro
MON,5.02.01.02.001,Altro
PRO,5.02.01.02.001,Altro
REG,5.02.01.02.001,Altro
SP1,5.02.01.02.001,Altro
SP3,5.02.01.02.001,Altro
SP8,5.02.01.02.001,Altro
VCE,5.02.01.02.001,Altro
VCF,5.02.01.02.001,Altro
AAI,5.02.01.02.002,Altro
ASP,5.02.01.02.002,Altro
EPF,5.02.01.02.002,Altro
FLS,5.02.01.02.002,Altro
MON,5.02.01.02.002,Altro
PRO,5.02.01.02.002,Altro
REG,5.02.01.02.002,Altro
SP1,5.02.01.02.002,Altro
SP3,5.02.01.02.002,Altro
SP8,5.02.01.02.002,Altro
VCE,5.02.01.02.002,Altro
VCF,5.02.01.02.002,Altro
AAI,5.02.01.02.003,Altro
ASP,5.02.01.02.003,Altro
EPF,5.02.01.02.003,Altro
FLS,5.02.01.02.003,Altro
MON,5.02.01.02.003,Altro
PRO,5.02.01.02.003,Altro
REG,5.02.01.02.003,Altro
SP1,5.02.01.02.003,Altro
SP3,5.02.01.02.003,Altro
SP8,5.02.01.02.003,Altro
VCE,5.02.01.02.003,Altro
VCF,5.02.01.02.003,Altro
AAI,5.02.01.02.004,Altro
ASP,5.02.01.02.004,Altro
EPF,5.02.01.02.004,Altro
FLS,5.02.01.02.004,Altro
MON,5.02.01.02.004,Altro
PRO,5.02.01.02.004,Altro
REG,5.02.01.02.004,Altro
SP1,5.02.01.02.004,Altro
SP3,5.02.01.02.004,Altro
SP8,5.02.01.02.004,Altro
VCE,5.02.01.02.004,Altro
VCF,5.02.01.02.004,Altro
AAI,5.02.01.02.005,Altro
ASP,5.02.01.02.005,Altro
EPF,5.02.01.02.005,Altro
FLS,5.02.01.02.005,Altro
MON,5.02.01.02.005,Altro
PRO,5.02.01.02.005,Altro
REG,5.02.01.02.005,Altro
SP1,5.02.01.02.005,Altro
SP3,5.02.01.02.005,Altro
SP8,5.02.01.02.005,Altro
VCE,5.02.01.02.005,Altro
VCF,5.02.01.02.005,Altro
AAI,5.02.01.02.006,Altro
ASP,5.02.01.02.006,Altro
EPF,5.02.01.02.006,Altro
FLS,5.02.01.02.006,Altro
MON,5.02.01.02.006,Altro
PRO,5.02.01.02.006,Altro
REG,5.02.01.02.006,Altro
SP1,5.02.01.02.006,Altro
SP3,5.02.01.02.006,Altro
SP8,5.02.01.02.006,Altro
VCE,5.02.01.02.006,Altro
VCF,5.02.01.02.006,Altro
AAI,5.02.01.02.007,Altro
ASP,5.02.01.02.007,Altro
EPF,5.02.01.02.007,Altro
FLS,5.02.01.02.007,Altro
MON,5.02.01.02.007,Altro
PRO,5.02.01.02.007,Altro
REG,5.02.01.02.007,Altro
SP1,5.02.01.02.007,Altro
SP3,5.02.01.02.007,Altro
SP8,5.02.01.02.007,Altro
VCE,5.02.01.02.007,Altro
VCF,5.02.01.02.007,Altro
AAI,5.02.01.02.008,Altro
ASP,5.02.01.02.008,Altro
EPF,5.02.01.02.008,Altro
FLS,5.02.01.02.008,Altro
MON,5.02.01.02.008,Altro
PRO,5.02.01.02.008,Altro
REG,5.02.01.02.008,Altro
SP1,5.02.01.02.008,Altro
SP3,5.02.01.02.008,Altro
SP8,5.02.01.02.008,Altro
VCE,5.02.01.02.008,Altro
VCF,5.02.01.02.008,Altro
AAI,5.02.01.02.009,Altro
ASP,5.02.01.02.009,Altro
EPF,5.02.01.02.009,Altro
FLS,5.02.01.02.009,Altro
MON,5.02.01.02.009,Altro
PRO,5.02.01.02.009,Altro
REG,5.02.01.02.009,Altro
SP1,5.02.01.02.009,Altro
SP3,5.02.01.02.009,Altro
SP8,5.02.01.02.009,Altro
VCE,5.02.01.02.009,Altro
VCF,5.02.01.02.009,Altro
AAI,5.02.01.02.010,Altro
ASP,5.02.01.02.010,Altro
EPF,5.02.01.02.010,Altro
FLS,5.02.01.02.010,Altro
MON,5.02.01.02.010,Altro
PRO,5.02.01.02.010,Altro
REG,5.02.01.02.010,Altro
SP1,5.02.01.02.010,Altro
SP3,5.02.01.02.010,Altro
SP8,5.02.01.02.010,Altro
VCE,5.02.01.02.010,Altro
VCF,5.02.01.02.010,Altro
AAI,5.02.01.02.011,Altro
ASP,5.02.01.02.011,Altro
EPF,5.02.01.02.011,Altro
FLS,5.02.01.02.011,Altro
MON,5.02.01.02.011,Altro
PRO,5.02.01.02.011,Altro
REG,5.02.01.02.011,Altro
SP1,5.02.01.02.011,Altro
SP3,5.02.01.02.011,Altro
SP8,5.02.01.02.011,Altro
VCE,5.02.01.02.011,Altro
VCF,5.02.01.02.011,Altro
AAI,5.02.01.02.012,Altro
ASP,5.02.01.02.012,Altro
EPF,5.02.01.02.012,Altro
FLS,5.02.01.02.012,Altro
MON,5.02.01.02.012,Altro
PRO,5.02.01.02.012,Altro
REG,5.02.01.02.012,Altro
SP1,5.02.01.02.012,Altro
SP3,5.02.01.02.012,Altro
SP8,5.02.01.02.012,Altro
VCE,5.02.01.02.012,Altro
VCF,5.02.01.02.012,Altro
AAI,5.02.01.02.013,Altro
ASP,5.02.01.02.013,Altro
EPF,5.02.01.02.013,Altro
FLS,5.02.01.02.013,Altro
MON,5.02.01.02.013,Altro
PRO,5.02.01.02.013,Altro
REG,5.02.01.02.013,Altro
SP1,5.02.01.02.013,Altro
SP3,5.02.01.02.013,Altro
SP8,5.02.01.02.013,Altro
VCE,5.02.01.02.013,Altro
VCF,5.02.01.02.013,Altro
AAI,5.02.01.02.014,Altro
ASP,5.02.01.02.014,Altro
EPF,5.02.01.02.014,Altro
FLS,5.02.01.02.014,Altro
MON,5.02.01.02.014,Altro
PRO,5.02.01.02.014,Altro
REG,5.02.01.02.014,Altro
SP1,5.02.01.02.014,Altro
SP3,5.02.01.02.014,Altro
SP8,5.02.01.02.014,Altro
VCE,5.02.01.02.014,Altro
VCF,5.02.01.02.014,Altro
AAI,5.02.01.02.015,Altro
ASP,5.02.01.02.015,Altro
EPF,5.02.01.02.015,Altro
FLS,5.02.01.02.015,Altro
MON,5.02.01.02.015,Altro
PRO,5.02.01.02.015,Altro
REG,5.02.01.02.015,Altro
SP1,5.02.01.02.015,Altro
SP3,5.02.01.02.015,Altro
SP8,5.02.01.02.015,Altro
VCE,5.02.01.02.015,Altro
VCF,5.02.01.02.015,Altro
AAI,5.02.01.02.016,Altro
ASP,5.02.01.02.016,Altro
EPF,5.02.01.02.016,Altro
FLS,5.02.01.02.016,Altro
MON,5.02.01.02.016,Altro
PRO,5.02.01.02.016,Altro
REG,5.02.01.02.016,Altro
SP1,5.02.01.02.016,Altro
SP3,5.02.01.02.016,Altro
SP8,5.02.01.02.016,Altro
VCE,5.02.01.02.016,Altro
VCF,5.02.01.02.016,Altro
AAI,5.02.01.02.017,Altro
ASP,5.02.01.02.017,Altro
EPF,5.02.01.02.017,Altro
FLS,5.02.01.02.017,Altro
MON,5.02.01.02.017,Altro
PRO,5.02.01.02.017,Altro
REG,5.02.01.02.017,Altro
SP1,5.02.01.02.017,Altro
SP3,5.02.01.02.017,Altro
SP8,5.02.01.02.017,Altro
VCE,5.02.01.02.017,Altro
VCF,5.02.01.02.017,Altro
AAI,5.02.01.02.018,Altro
ASP,5.02.01.02.018,Altro
EPF,5.02.01.02.018,Altro
FLS,5.02.01.02.018,Altro
MON,5.02.01.02.018,Altro
PRO,5.02.01.02.018,Altro
REG,5.02.01.02.018,Altro
SP1,5.02.01.02.018,Altro
SP3,5.02.01.02.018,Altro
SP8,5.02.01.02.018,Altro
VCE,5.02.01.02.018,Altro
VCF,5.02.01.02.018,Altro
AAI,5.02.01.02.019,Altro
ASP,5.02.01.02.019,Altro
EPF,5.02.01.02.019,Altro
FLS,5.02.01.02.019,Altro
MON,5.02.01.02.019,Altro
PRO,5.02.01.02.019,Altro
REG,5.02.01.02.019,Altro
SP1,5.02.01.02.019,Altro
SP3,5.02.01.02.019,Altro
SP8,5.02.01.02.019,Altro
VCE,5.02.01.02.019,Altro
VCF,5.02.01.02.019,Altro
AAI,5.02.01.02.999,Altro
ASP,5.02.01.02.999,Altro
EPF,5.02.01.02.999,Altro
FLS,5.02.01.02.999,Altro
MON,5.02.01.02.999,Altro
PRO,5.02.01.02.999,Altro
REG,5.02.01.02.999,Altro
SP1,5.02.01.02.999,Altro
SP3,5.02.01.02.999,Altro
SP8,5.02.01.02.999,Altro
VCE,5.02.01.02.999,Altro
VCF,5.02.01.02.999,Altro
AAI,5.02.01.03.001,Altro
ASP,5.02.01.03.001,Altro
EPF,5.02.01.03.001,Altro
FLS,5.02.01.03.001,Altro
MON,5.02.01.03.001,Altro
PRO,5.02.01.03.001,Altro
REG,5.02.01.03.001,Altro
SP1,5.02.01.03.001,Altro
SP3,5.02.01.03.001,Altro
SP8,5.02.01.03.001,Altro
VCE,5.02.01.03.001,Altro
VCF,5.02.01.03.001,Altro
AAI,5.02.01.03.002,Altro
ASP,5.02.01.03.002,Altro
EPF,5.02.01.03.002,Altro
FLS,5.02.01.03.002,Altro
MON,5.02.01.03.002,Altro
PRO,5.02.01.03.002,Altro
REG,5.02.01.03.002,Altro
SP1,5.02.01.03.002,Altro
SP3,5.02.01.03.002,Altro
SP8,5.02.01.03.002,Altro
VCE,5.02.01.03.002,Altro
VCF,5.02.01.03.002,Altro
AAI,5.02.01.03.999,Altro
ASP,5.02.01.03.999,Altro
EPF,5.02.01.03.999,Altro
FLS,5.02.01.03.999,Altro
MON,5.02.01.03.999,Altro
PRO,5.02.01.03.999,Altro
REG,5.02.01.03.999,Altro
SP1,5.02.01.03.999,Altro
SP3,5.02.01.03.999,Altro
SP8,5.02.01.03.999,Altro
VCE,5.02.01.03.999,Altro
VCF,5.02.01.03.999,Altro
AAI,5.02.01.04.001,Altro
ASP,5.02.01.04.001,Altro
EPF,5.02.01.04.001,Altro
FLS,5.02.01.04.001,Altro
MON,5.02.01.04.001,Altro
PRO,5.02.01.04.001,Altro
REG,5.02.01.04.001,Altro
RIC,5.02.01.04.001,Altro
SP1,5.02.01.04.001,Altro
SP3,5.02.01.04.001,Altro
SP4,5.02.01.04.001,Altro
SP8,5.02.01.04.001,Altro
VCE,5.02.01.04.001,Altro
VCF,5.02.01.04.001,Altro
AAI,5.02.02.01.001,Altro
ASP,5.02.02.01.001,Altro
EPF,5.02.02.01.001,Altro
FLS,5.02.02.01.001,Altro
MON,5.02.02.01.001,Altro
PRO,5.02.02.01.001,Altro
REG,5.02.02.01.001,Altro
RIC,5.02.02.01.001,Altro
SP1,5.02.02.01.001,Altro
SP3,5.02.02.01.001,Altro
SP4,5.02.02.01.001,Altro
SP8,5.02.02.01.001,Altro
VCE,5.02.02.01.001,Altro
VCF,5.02.02.01.001,Altro
AAI,5.02.03.01.001,Altro
ASP,5.02.03.01.001,Altro
EPF,5.02.03.01.001,Altro
FLS,5.02.03.01.001,Altro
MON,5.02.03.01.001,Altro
PRO,5.02.03.01.001,Altro
REG,5.02.03.01.001,Altro
RIC,5.02.03.01.001,Altro
SP1,5.02.03.01.001,Altro
SP3,5.02.03.01.001,Altro
SP4,5.02.03.01.001,Altro
SP8,5.02.03.01.001,Altro
VCE,5.02.03.01.001,Altro
VCF,5.02.03.01.001,Altro
AAI,5.02.03.02.001,Altro
ASP,5.02.03.02.001,Altro
EPF,5.02.03.02.001,Altro
FLS,5.02.03.02.001,Altro
MON,5.02.03.02.001,Altro
PRO,5.02.03.02.001,Altro
REG,5.02.03.02.001,Altro
RIC,5.02.03.02.001,Altro
SP1,5.02.03.02.001,Altro
SP3,5.02.03.02.001,Altro
SP4,5.02.03.02.001,Altro
SP8,5.02.03.02.001,Altro
VCE,5.02.03.02.001,Altro
VCF,5.02.03.02.001,Altro
AAI,5.02.03.03.001,Altro
ASP,5.02.03.03.001,Altro
EPF,5.02.03.03.001,Altro
FLS,5.02.03.03.001,Altro
MON,5.02.03.03.001,Altro
PRO,5.02.03.03.001,Altro
REG,5.02.03.03.001,Altro
SP1,5.02.03.03.001,Altro
SP3,5.02.03.03.001,Altro
SP8,5.02.03.03.001,Altro
VCE,5.02.03.03.001,Altro
VCF,5.02.03.03.001,Altro
AAI,5.02.03.99.999,Altro
ASP,5.02.03.99.999,Altro
EPF,5.02.03.99.999,Altro
FLS,5.02.03.99.999,Altro
MON,5.02.03.99.999,Altro
PRO,5.02.03.99.999,Altro
REG,5.02.03.99.999,Altro
RIC,5.02.03.99.999,Altro
SP1,5.02.03.99.999,Altro
SP3,5.02.03.99.999,Altro
SP4,5.02.03.99.999,Altro
SP8,5.02.03.99.999,Altro
VCE,5.02.03.99.999,Altro
VCF,5.02.03.99.999,Altro
AAI,5.02.04.01.001,Altro
ASP,5.02.04.01.001,Altro
EPF,5.02.04.01.001,Altro
FLS,5.02.04.01.001,Altro
MON,5.02.04.01.001,Altro
PRO,5.02.04.01.001,Altro
REG,5.02.04.01.001,Altro
SP1,5.02.04.01.001,Altro
SP3,5.02.04.01.001,Altro
SP8,5.02.04.01.001,Altro
VCE,5.02.04.01.001,Altro
VCF,5.02.04.01.001,Altro
AAI,5.02.05.01.001,Altro
ASP,5.02.05.01.001,Altro
EPF,5.02.05.01.001,Altro
FLS,5.02.05.01.001,Altro
MON,5.02.05.01.001,Altro
PRO,5.02.05.01.001,Altro
REG,5.02.05.01.001,Altro
SP1,5.02.05.01.001,Altro
SP3,5.02.05.01.001,Altro
SP8,5.02.05.01.001,Altro
VCE,5.02.05.01.001,Altro
VCF,5.02.05.01.001,Altro
AAI,5.02.05.02.001,Altro
ASP,5.02.05.02.001,Altro
EPF,5.02.05.02.001,Altro
FLS,5.02.05.02.001,Altro
MON,5.02.05.02.001,Altro
PRO,5.02.05.02.001,Altro
REG,5.02.05.02.001,Altro
SP1,5.02.05.02.001,Altro
SP3,5.02.05.02.001,Altro
SP8,5.02.05.02.001,Altro
VCE,5.02.05.02.001,Altro
VCF,5.02.05.02.001,Altro
AAI,5.02.06.01.001,Altro
ASP,5.02.06.01.001,Altro
EPF,5.02.06.01.001,Altro
FLS,5.02.06.01.001,Altro
MON,5.02.06.01.001,Altro
PRO,5.02.06.01.001,Altro
REG,5.02.06.01.001,Altro
SP1,5.02.06.01.001,Altro
SP3,5.02.06.01.001,Altro
SP8,5.02.06.01.001,Altro
VCE,5.02.06.01.001,Altro
VCF,5.02.06.01.001,Altro
AAI,5.02.06.01.003,Altro
ASP,5.02.06.01.003,Altro
EPF,5.02.06.01.003,Altro
FLS,5.02.06.01.003,Altro
MON,5.02.06.01.003,Altro
PRO,5.02.06.01.003,Altro
REG,5.02.06.01.003,Altro
SP1,5.02.06.01.003,Altro
SP3,5.02.06.01.003,Altro
SP8,5.02.06.01.003,Altro
VCE,5.02.06.01.003,Altro
VCF,5.02.06.01.003,Altro
AAI,5.02.06.01.004,Altro
ASP,5.02.06.01.004,Altro
EPF,5.02.06.01.004,Altro
FLS,5.02.06.01.004,Altro
MON,5.02.06.01.004,Altro
PRO,5.02.06.01.004,Altro
REG,5.02.06.01.004,Altro
SP1,5.02.06.01.004,Altro
SP3,5.02.06.01.004,Altro
SP8,5.02.06.01.004,Altro
VCE,5.02.06.01.004,Altro
VCF,5.02.06.01.004,Altro
AAI,5.02.06.01.005,Altro
ASP,5.02.06.01.005,Altro
EPF,5.02.06.01.005,Altro
FLS,5.02.06.01.005,Altro
MON,5.02.06.01.005,Altro
PRO,5.02.06.01.005,Altro
REG,5.02.06.01.005,Altro
SP1,5.02.06.01.005,Altro
SP3,5.02.06.01.005,Altro
SP8,5.02.06.01.005,Altro
VCE,5.02.06.01.005,Altro
VCF,5.02.06.01.005,Altro
AAI,5.02.06.01.006,Altro
ASP,5.02.06.01.006,Altro
EPF,5.02.06.01.006,Altro
FLS,5.02.06.01.006,Altro
MON,5.02.06.01.006,Altro
PRO,5.02.06.01.006,Altro
REG,5.02.06.01.006,Altro
SP1,5.02.06.01.006,Altro
SP3,5.02.06.01.006,Altro
SP8,5.02.06.01.006,Altro
VCE,5.02.06.01.006,Altro
VCF,5.02.06.01.006,Altro
AAI,5.02.06.01.007,Altro
ASP,5.02.06.01.007,Altro
EPF,5.02.06.01.007,Altro
FLS,5.02.06.01.007,Altro
MON,5.02.06.01.007,Altro
PRO,5.02.06.01.007,Altro
REG,5.02.06.01.007,Altro
SP1,5.02.06.01.007,Altro
SP3,5.02.06.01.007,Altro
SP8,5.02.06.01.007,Altro
VCE,5.02.06.01.007,Altro
VCF,5.02.06.01.007,Altro
AAI,5.02.06.01.008,Altro
ASP,5.02.06.01.008,Altro
EPF,5.02.06.01.008,Altro
FLS,5.02.06.01.008,Altro
MON,5.02.06.01.008,Altro
PRO,5.02.06.01.008,Altro
REG,5.02.06.01.008,Altro
SP1,5.02.06.01.008,Altro
SP3,5.02.06.01.008,Altro
SP8,5.02.06.01.008,Altro
VCE,5.02.06.01.008,Altro
VCF,5.02.06.01.008,Altro
AAI,5.02.06.01.009,Altro
ASP,5.02.06.01.009,Altro
EPF,5.02.06.01.009,Altro
FLS,5.02.06.01.009,Altro
MON,5.02.06.01.009,Altro
PRO,5.02.06.01.009,Altro
REG,5.02.06.01.009,Altro
SP1,5.02.06.01.009,Altro
SP3,5.02.06.01.009,Altro
SP8,5.02.06.01.009,Altro
VCE,5.02.06.01.009,Altro
VCF,5.02.06.01.009,Altro
AAI,5.02.06.01.010,Altro
ASP,5.02.06.01.010,Altro
EPF,5.02.06.01.010,Altro
FLS,5.02.06.01.010,Altro
MON,5.02.06.01.010,Altro
PRO,5.02.06.01.010,Altro
REG,5.02.06.01.010,Altro
SP1,5.02.06.01.010,Altro
SP3,5.02.06.01.010,Altro
SP8,5.02.06.01.010,Altro
VCE,5.02.06.01.010,Altro
VCF,5.02.06.01.010,Altro
AAI,5.02.06.01.011,Altro
ASP,5.02.06.01.011,Altro
EPF,5.02.06.01.011,Altro
FLS,5.02.06.01.011,Altro
MON,5.02.06.01.011,Altro
PRO,5.02.06.01.011,Altro
REG,5.02.06.01.011,Altro
SP1,5.02.06.01.011,Altro
SP3,5.02.06.01.011,Altro
SP8,5.02.06.01.011,Altro
VCE,5.02.06.01.011,Altro
VCF,5.02.06.01.011,Altro
AAI,5.02.06.01.012,Altro
ASP,5.02.06.01.012,Altro
EPF,5.02.06.01.012,Altro
FLS,5.02.06.01.012,Altro
MON,5.02.06.01.012,Altro
PRO,5.02.06.01.012,Altro
REG,5.02.06.01.012,Altro
SP1,5.02.06.01.012,Altro
SP3,5.02.06.01.012,Altro
SP8,5.02.06.01.012,Altro
VCE,5.02.06.01.012,Altro
VCF,5.02.06.01.012,Altro
AAI,5.02.06.01.013,Altro
ASP,5.02.06.01.013,Altro
EPF,5.02.06.01.013,Altro
FLS,5.02.06.01.013,Altro
MON,5.02.06.01.013,Altro
PRO,5.02.06.01.013,Altro
REG,5.02.06.01.013,Altro
SP1,5.02.06.01.013,Altro
SP3,5.02.06.01.013,Altro
SP8,5.02.06.01.013,Altro
VCE,5.02.06.01.013,Altro
VCF,5.02.06.01.013,Altro
AAI,5.02.06.01.999,Altro
ASP,5.02.06.01.999,Altro
EPF,5.02.06.01.999,Altro
FLS,5.02.06.01.999,Altro
MON,5.02.06.01.999,Altro
PRO,5.02.06.01.999,Altro
REG,5.02.06.01.999,Altro
SP1,5.02.06.01.999,Altro
SP3,5.02.06.01.999,Altro
SP8,5.02.06.01.999,Altro
VCE,5.02.06.01.999,Altro
VCF,5.02.06.01.999,Altro
AAI,5.02.06.02.001,Altro
ASP,5.02.06.02.001,Altro
EPF,5.02.06.02.001,Altro
FLS,5.02.06.02.001,Altro
MON,5.02.06.02.001,Altro
PRO,5.02.06.02.001,Altro
REG,5.02.06.02.001,Altro
SP1,5.02.06.02.001,Altro
SP3,5.02.06.02.001,Altro
SP8,5.02.06.02.001,Altro
VCE,5.02.06.02.001,Altro
VCF,5.02.06.02.001,Altro
AAI,5.02.06.02.002,Altro
ASP,5.02.06.02.002,Altro
EPF,5.02.06.02.002,Altro
FLS,5.02.06.02.002,Altro
MON,5.02.06.02.002,Altro
PRO,5.02.06.02.002,Altro
REG,5.02.06.02.002,Altro
SP1,5.02.06.02.002,Altro
SP3,5.02.06.02.002,Altro
SP8,5.02.06.02.002,Altro
VCE,5.02.06.02.002,Altro
VCF,5.02.06.02.002,Altro
AAI,5.02.06.02.003,Altro
ASP,5.02.06.02.003,Altro
EPF,5.02.06.02.003,Altro
FLS,5.02.06.02.003,Altro
MON,5.02.06.02.003,Altro
PRO,5.02.06.02.003,Altro
REG,5.02.06.02.003,Altro
SP1,5.02.06.02.003,Altro
SP3,5.02.06.02.003,Altro
SP8,5.02.06.02.003,Altro
VCE,5.02.06.02.003,Altro
VCF,5.02.06.02.003,Altro
AAI,5.02.06.02.004,Altro
ASP,5.02.06.02.004,Altro
EPF,5.02.06.02.004,Altro
FLS,5.02.06.02.004,Altro
MON,5.02.06.02.004,Altro
PRO,5.02.06.02.004,Altro
REG,5.02.06.02.004,Altro
SP1,5.02.06.02.004,Altro
SP3,5.02.06.02.004,Altro
SP8,5.02.06.02.004,Altro
VCE,5.02.06.02.004,Altro
VCF,5.02.06.02.004,Altro
AAI,5.02.06.02.005,Altro
ASP,5.02.06.02.005,Altro
EPF,5.02.06.02.005,Altro
FLS,5.02.06.02.005,Altro
MON,5.02.06.02.005,Altro
PRO,5.02.06.02.005,Altro
REG,5.02.06.02.005,Altro
SP1,5.02.06.02.005,Altro
SP3,5.02.06.02.005,Altro
SP8,5.02.06.02.005,Altro
VCE,5.02.06.02.005,Altro
VCF,5.02.06.02.005,Altro
AAI,5.02.06.02.006,Altro
ASP,5.02.06.02.006,Altro
EPF,5.02.06.02.006,Altro
FLS,5.02.06.02.006,Altro
MON,5.02.06.02.006,Altro
PRO,5.02.06.02.006,Altro
REG,5.02.06.02.006,Altro
SP1,5.02.06.02.006,Altro
SP3,5.02.06.02.006,Altro
SP8,5.02.06.02.006,Altro
VCE,5.02.06.02.006,Altro
VCF,5.02.06.02.006,Altro
AAI,5.02.06.02.007,Altro
ASP,5.02.06.02.007,Altro
EPF,5.02.06.02.007,Altro
FLS,5.02.06.02.007,Altro
MON,5.02.06.02.007,Altro
PRO,5.02.06.02.007,Altro
REG,5.02.06.02.007,Altro
SP1,5.02.06.02.007,Altro
SP3,5.02.06.02.007,Altro
SP8,5.02.06.02.007,Altro
VCE,5.02.06.02.007,Altro
VCF,5.02.06.02.007,Altro
AAI,5.02.06.02.008,Altro
ASP,5.02.06.02.008,Altro
EPF,5.02.06.02.008,Altro
FLS,5.02.06.02.008,Altro
MON,5.02.06.02.008,Altro
PRO,5.02.06.02.008,Altro
